order_purchase_timestamp_encoded_days (recency),frequecy,payment_value
2061,1,86.15
2107,1,96.49
1885,1,83.45
2281,1,267.28
1897,1,311.59
2385,1,94.63
2344,1,98.62
2162,1,170.0
2009,1,360.13
1881,1,22.78
2437,1,93.04
2288,1,168.29
2246,1,48.17
2152,1,317.85
2176,1,117.18
2150,1,143.15
2142,1,96.8
2382,1,128.62
1899,1,25.38
1990,1,85.44
2153,1,89.17
1948,1,143.98
2107,1,76.57
2264,1,129.58
2181,1,198.4
2129,1,181.96
1942,1,31.11
2196,1,196.95
2178,1,164.08
2199,1,141.69
2031,1,41.19
1935,2,37.43
2268,2,61.8
2063,1,149.32
2090,1,136.54
2052,1,121.09
2356,1,81.0
2087,1,597.8
1939,1,44.5
2285,1,143.49
2377,2,85.6
2264,1,65.01
2021,1,71.88
2076,1,145.66
2304,1,77.08
1883,1,44.83
2026,1,63.23
2428,1,24.42
2054,1,42.0
2063,1,172.21
2043,1,386.32
2309,1,186.56
2058,1,40.09
2313,1,106.29
2011,1,181.45
2100,1,185.84
2053,1,146.15
2283,1,226.22
2126,1,53.99
2199,1,34.09
2075,1,56.78
2310,1,208.52
2142,1,43.13
2114,1,146.28
2168,1,820.75
1923,1,87.38
2201,1,188.94
2317,1,50.65
1909,1,73.18
2252,1,134.66
2322,1,298.65
1887,1,54.27
2279,1,48.72
2021,1,84.22
2201,1,60.05
2381,2,127.42
2453,1,144.0
2013,2,68.32
2192,1,89.17
2093,1,47.77
2049,1,66.78
2152,1,182.86
2094,1,91.97
1915,1,424.22
2055,1,101.25
2062,5,65.09
2310,1,143.1
2216,1,83.23
1994,1,67.05
2358,1,41.06
1996,1,30.97
1942,1,58.38
2190,2,102.12
1916,1,574.77
1905,1,37.37
2257,1,105.84
2031,2,173.52
2183,1,264.54
2188,1,45.09
2151,1,126.11
1875,1,161.97
1937,1,93.76
2127,1,128.2
2152,1,62.44
2289,1,103.37
2072,1,224.71
2108,1,182.36
1931,2,53.37
2156,1,88.75
2031,1,127.04
1977,1,147.36
2445,1,111.21
2311,2,169.11
2135,1,55.01
1934,1,97.79
2043,1,90.59
1998,1,184.52
2121,1,122.8
1957,2,368.06
1931,1,398.69
2052,1,189.4
2000,1,138.92
2030,1,43.22
2433,1,62.83
2012,1,383.12
2139,1,59.34
2177,1,158.09
1906,1,142.27
1895,1,75.42
2288,1,91.05
2013,1,73.06
1919,1,21.33
2005,1,57.23
2216,2,39.09
2078,1,89.17
2148,1,66.78
1969,1,157.68
2163,1,323.52
2150,1,40.28
1905,1,118.35
1947,1,63.83
2014,1,920.17
2426,1,70.52
1897,1,58.0
2271,1,424.68
2144,1,172.22
2062,1,35.24
2266,1,130.01
1916,1,102.93
2367,1,70.98
1948,1,54.37
1892,1,75.7
2226,1,82.67
1898,1,470.06
1937,1,97.65
2414,1,368.05
2035,1,69.18
2107,1,31.38
2421,1,69.45
1886,1,19.36
1982,1,157.55
2007,1,119.57
2305,1,141.53
1888,1,91.16
2194,1,41.53
2299,1,38.29
2302,1,244.31
1931,1,211.41
1956,1,157.86
2027,1,62.69
1956,1,39.39
2236,1,29.1
2207,1,59.01
1915,1,40.27
2148,2,56.75
2178,1,123.26
2107,1,162.55
1975,1,136.71
2140,1,275.19
1892,1,37.58
2145,1,85.24
2462,2,91.85
2036,1,3792.59
1987,1,55.23
2357,1,162.1
2009,1,182.1
2205,1,70.03
2156,1,96.8
1887,1,51.32
2030,1,47.19
2116,1,96.8
2065,1,97.51
2069,1,38.01
1937,1,57.46
2236,1,94.29
2196,1,44.09
2210,1,33.35
2295,1,68.89
2246,1,120.38
1925,1,220.49
2442,1,106.2
2097,1,260.0
2177,1,75.44
1982,3,209.78
2254,1,228.82
1963,1,337.42
2248,1,65.09
2060,1,71.53
2262,1,215.01
2290,1,46.01
2014,1,169.02
2002,1,90.99
2118,1,86.24
1992,1,94.67
2111,1,256.2
2105,1,618.6
2041,1,70.89
1917,1,72.66
1894,1,144.54
2261,1,62.5
2048,1,79.33
2222,1,57.34
1914,2,62.91
2453,1,56.5
2031,1,487.16
2420,1,361.78
2205,1,34.0
2368,1,39.09
2225,1,126.18
2275,1,55.0
1986,1,63.23
2144,1,55.0
2153,1,78.87
2324,1,114.44
2034,1,31.87
2239,1,154.89
2222,1,72.7
1979,1,98.01
2125,1,159.6
1951,1,211.87
2192,2,178.85
2286,1,112.71
1923,1,162.34
1946,1,29.13
1931,1,28.69
2410,1,20.95
1980,1,257.56
2002,1,215.27
2382,1,93.04
2061,1,100.95
1883,1,76.58
2247,1,31.0
2077,1,171.44
2070,1,65.0
2153,1,36.78
1930,1,45.6
2205,1,412.52
2327,1,43.0
2291,1,57.69
2008,1,79.29
2251,1,40.77
2064,1,295.7
2006,1,281.96
2421,2,49.52
2302,1,74.03
2065,1,64.72
2310,1,117.85
2161,1,47.69
2014,1,142.7
1945,1,23.39
2053,1,156.64
2420,1,281.0
2063,2,38.62
2171,1,69.73
2059,1,70.14
1936,1,64.51
2002,1,283.05
1923,1,123.49
2349,1,159.32
2166,1,46.27
2134,1,76.18
2039,1,38.18
2062,1,109.41
2291,1,119.93
2030,1,377.03
2146,1,118.19
2139,1,42.59
2095,1,150.19
2069,1,448.39
1916,1,129.19
2213,3,75.08
2166,1,295.68
2148,1,31.75
2100,1,230.15
2235,1,206.99
1952,1,113.61
2352,1,98.33
2026,1,73.03
2146,1,251.4
2037,1,188.42
1999,1,76.29
2190,1,353.42
2102,4,138.53
2354,1,73.53
1926,1,196.26
2015,1,85.68
1887,1,108.33
1916,1,229.84
2339,1,165.57
1993,1,161.45
2205,1,83.17
1933,1,25.23
2030,1,31.99
2281,1,103.55
1947,1,264.38
1963,1,33.27
2139,1,67.47
2361,1,115.02
2069,1,175.87
1890,1,174.16
2346,2,88.65
1980,1,220.12
2425,1,44.04
2017,1,66.25
2108,1,100.14
2044,1,35.14
2427,1,163.07
1980,1,100.47
1993,1,218.96
2059,1,34.0
2177,1,116.94
2350,1,186.6
2563,1,65.11
2060,1,76.68
1932,1,79.53
2225,1,63.5
2281,1,417.31
2398,1,57.09
1958,1,94.9
2078,1,85.24
1902,1,132.82
2062,1,73.15
1909,1,32.13
2010,1,138.57
2150,1,124.88
2150,1,138.0
2034,1,487.79
1881,1,92.21
1964,1,150.11
2401,1,224.78
1997,1,84.41
2009,1,223.35
1976,1,712.91
1903,1,163.04
2104,1,31.69
2248,1,77.94
2213,1,52.5
2049,1,48.13
1947,1,103.93
2056,1,294.82
1990,1,46.19
2024,1,172.43
1909,1,515.31
2297,1,52.49
2180,1,47.5
2073,1,114.42
2219,1,57.5
2448,1,169.01
1896,1,272.27
2190,1,446.36
2405,1,217.54
2055,1,285.63
2064,1,148.16
2173,1,74.94
2325,1,193.5
2144,1,217.74
2127,1,87.64
1959,1,1063.09
2225,1,103.02
2107,1,148.76
1884,1,73.77
1899,2,164.29
2106,1,71.64
2380,1,87.13
2055,1,109.1
2181,1,1479.51
2031,1,142.9
1993,1,312.64
2108,1,107.0
2043,1,1048.57
1910,1,108.33
2009,1,99.46
1953,1,66.61
2218,1,283.44
2121,1,95.02
2038,1,86.08
2024,1,32.37
2113,1,32.77
2378,1,99.62
1897,1,22.29
1984,1,34.22
1882,1,167.86
2130,1,34.77
1912,1,137.75
2116,1,100.34
2453,1,149.99
1967,1,74.47
2206,1,55.6
2048,1,89.88
2036,1,29.83
2259,1,312.59
2354,1,37.48
2153,1,307.56
1908,1,113.77
2183,1,72.14
2073,1,234.05
1988,1,52.78
1890,1,76.51
2147,1,158.8
2277,1,79.68
2353,1,73.07
1895,1,75.42
2153,1,33.84
2095,1,153.22
2030,1,32.63
2086,1,75.07
1948,1,27.3
2046,1,33.37
1909,1,79.76
2223,1,117.94
2103,1,41.05
2062,1,117.65
2329,1,756.91
1979,1,49.32
2034,1,143.32
2274,1,80.67
2191,1,178.47
2161,1,102.11
2036,1,98.54
2067,1,405.33
1936,1,176.2
2111,1,278.22
2050,1,129.64
1958,1,21.38
1986,1,117.27
2268,1,306.79
2153,1,66.3
2359,1,72.9
2046,1,129.15
1888,1,61.98
2398,1,126.86
2188,1,107.06
2352,1,59.49
2300,1,91.76
2083,1,259.12
1896,1,33.52
2387,1,138.26
2345,1,20.75
2223,1,62.78
2028,1,167.39
2287,1,107.85
2126,1,171.32
2077,1,69.73
2077,1,183.33
1978,1,105.52
1977,1,132.64
1897,1,320.04
2399,1,73.72
2399,1,119.99
2364,1,72.41
2068,1,115.45
1905,1,38.47
1894,1,113.54
2052,1,238.38
2064,1,100.04
2252,2,52.37
1980,1,48.13
2012,2,189.51
2046,1,108.41
2023,1,54.22
2152,1,131.7
1939,1,96.65
2022,1,93.56
1999,1,55.22
2069,1,147.8
2044,1,102.97
1901,1,51.92
1883,1,424.94
1939,1,59.99
1996,1,33.23
1901,1,78.22
2097,1,169.7
2366,1,38.82
2099,1,45.53
2279,1,82.67
1885,1,24.79
2039,1,69.03
2022,1,114.89
2037,1,93.17
2217,1,145.1
2258,1,139.31
2087,1,103.16
2037,1,88.9
2335,1,119.46
2129,1,37.77
2166,1,177.86
2445,1,103.11
2036,2,147.56
1930,1,85.67
2266,3,82.78
2241,1,147.16
2092,1,111.7
2076,1,90.17
2147,1,34.0
2093,1,1499.87
2166,1,671.58
1898,1,46.71
1883,1,105.6
2047,1,124.76
2009,1,161.47
2305,1,51.78
2080,1,173.27
2064,1,73.15
2118,1,69.83
2042,1,35.1
2359,1,49.01
2006,1,182.1
1947,1,52.58
2034,1,59.07
1985,1,128.48
2280,1,237.87
1955,1,73.26
2001,1,87.33
2009,1,98.34
2282,2,40.75
2349,1,85.14
2413,1,64.65
1968,1,497.07
1987,1,58.22
1890,1,157.46
2108,1,166.29
2106,1,212.41
2102,3,149.36
2148,1,174.77
2002,1,172.98
2122,1,99.94
2110,2,28.14
2106,1,179.6
2159,1,341.0
2226,1,136.08
1920,1,172.16
1893,1,55.93
2379,1,75.84
2103,1,364.78
2086,1,57.0
1936,1,53.9
2430,1,131.34
1996,1,47.23
1994,1,116.19
2164,1,30.49
2152,3,1191.41
2007,1,119.57
2216,1,35.09
2127,1,115.4
2063,3,60.72
2124,1,73.03
2254,1,351.0
2171,1,164.04
1891,1,52.57
2254,1,73.34
2313,1,295.7
1986,1,204.28
1876,1,93.86
2315,1,75.17
2127,1,45.0
2048,2,77.19
1990,1,53.69
2044,1,68.65
2259,1,514.32
2093,1,558.16
2097,1,163.06
2285,1,77.66
2100,1,156.0
1927,1,209.12
2051,1,69.83
2107,1,39.84
2083,1,87.87
2254,1,52.1
2003,1,137.75
2112,1,87.64
2014,1,25.67
1977,1,1628.07
2157,1,71.83
2091,2,149.64
2207,1,42.78
2059,1,24.62
2353,1,45.1
2070,1,380.74
2422,1,76.02
2057,1,64.1
2204,1,71.72
2178,1,122.27
2061,1,56.5
2043,1,139.16
2264,1,117.85
2237,1,334.82
2230,1,55.0
2185,1,159.21
2204,2,31.75
2220,2,181.57
2152,1,56.85
2048,1,154.82
2364,1,206.44
2307,1,170.13
2188,1,949.97
2264,1,374.15
2204,1,647.54
1922,1,90.18
2223,1,187.99
1985,1,317.1
2111,2,101.35
2153,1,76.78
2150,1,98.2
2364,1,189.06
1884,1,97.61
2332,1,102.74
1929,1,40.17
2234,1,1338.41
2381,1,55.7
2015,2,762.14
2365,1,206.44
1963,1,92.5
2252,1,32.5
1903,1,68.93
2254,1,147.29
1976,1,28.28
2231,1,2039.44
2166,1,88.08
2105,1,1482.24
2459,1,56.03
2344,1,41.75
2025,1,37.61
2213,1,172.52
2180,1,183.29
2157,1,36.0
2236,1,231.9
2127,1,261.01
2104,1,34.8
2051,1,164.64
1889,1,70.49
2038,1,196.07
2360,1,193.45
2213,1,202.87
2092,1,50.78
2306,5,20.28
2004,1,71.33
1904,2,56.6
1882,1,40.97
2252,1,139.32
2137,1,94.21
2172,1,303.86
1912,1,55.93
2290,1,283.99
2071,1,21.15
1997,1,143.2
2431,1,218.26
2181,1,407.9
1975,1,214.98
1989,2,157.45
1903,1,63.08
2230,1,25.77
1994,1,46.39
2034,1,100.47
2117,1,95.02
2060,1,190.88
2346,1,53.54
1979,1,1158.99
2264,1,92.28
2199,1,138.24
2298,1,115.45
2016,1,185.79
2445,1,1047.32
2335,1,126.35
1884,1,90.96
2394,1,138.5
1890,1,1543.25
1911,1,53.23
2322,1,50.01
2323,1,61.05
2365,1,314.48
2304,1,97.71
1951,1,99.8
1916,1,37.83
2061,1,65.1
2214,1,75.06
2132,1,28.75
1898,1,170.16
2012,1,261.97
1923,1,257.44
1894,1,41.88
2460,1,387.64
1954,1,282.74
2188,1,67.53
2338,1,159.04
2119,1,114.34
2406,1,220.71
2068,1,372.26
2180,1,33.0
2430,1,49.04
1892,1,143.1
2020,1,59.36
2325,1,147.06
1900,1,58.28
1930,2,47.37
2275,1,150.05
2007,1,599.18
1920,2,51.67
2028,1,185.66
2034,1,57.38
2440,1,621.21
1912,1,105.32
2225,1,65.09
2286,1,46.01
2029,1,168.77
1984,1,122.57
2220,1,167.9
2240,1,47.11
2085,1,50.53
2035,1,74.34
2020,1,527.79
2050,1,71.17
1943,1,58.37
2161,1,362.79
2148,1,175.87
2143,1,180.71
2191,1,217.78
2408,1,63.51
2345,2,84.14
2078,1,147.25
2283,1,69.36
2055,1,30.09
2190,1,295.7
2306,1,53.37
2246,1,60.0
2174,1,36.69
1970,1,60.91
2058,1,176.68
2134,1,61.43
2380,1,107.74
2359,1,59.74
2190,1,31.27
2398,1,50.21
2279,1,278.16
2251,1,83.41
2068,2,110.9
1925,1,243.25
2287,1,87.16
2148,1,34.0
2212,1,148.12
2067,1,59.1
2156,1,96.29
2416,1,28.62
2018,1,59.06
1979,1,43.66
1892,1,41.47
1936,1,91.23
2275,1,85.34
1949,1,162.44
2148,1,101.34
2135,1,220.19
2006,1,150.98
1911,1,76.64
1938,1,148.2
1996,1,159.85
2002,1,237.26
2069,1,40.68
2288,1,70.17
1904,1,106.02
2367,1,25.42
2224,2,184.85
2194,1,133.05
2421,1,292.99
2081,1,140.33
2223,1,611.44
2002,1,117.14
2186,1,151.58
1909,1,106.75
1897,1,138.84
2036,1,444.25
2182,1,19.33
2155,1,95.99
2423,1,143.66
1927,1,79.53
2347,1,1116.69
2059,1,63.1
1895,1,157.2
2324,1,570.98
2132,1,176.16
2328,1,112.42
2326,1,27.68
2188,1,84.24
2345,1,235.5
1957,1,320.28
2048,1,68.22
2151,1,197.82
2150,1,155.73
2086,1,1349.05
1918,3,130.01
2119,1,207.65
1911,1,260.5
2381,1,222.84
1922,1,369.28
2279,1,57.8
1888,1,90.97
2054,1,35.55
2016,1,285.73
1991,1,82.09
1936,1,108.7
2178,1,168.63
2265,1,61.75
2135,1,125.52
1924,1,184.49
1876,1,44.28
2045,1,91.47
2153,1,75.03
2067,1,121.64
2055,1,48.05
1960,1,52.22
2150,1,64.0
2132,1,96.7
1949,1,128.14
2028,1,85.21
2019,1,142.54
2232,1,648.82
2044,1,180.73
1903,1,228.29
2295,1,94.06
2328,1,96.0
2103,1,709.74
2004,1,54.13
2354,1,46.84
2360,1,160.25
2149,2,237.83
2100,1,299.85
1909,1,108.33
2020,1,49.72
2057,2,147.15
2126,1,51.75
2069,1,246.04
2418,2,50.7
2233,1,46.53
2406,1,202.26
2015,1,2110.57
1943,1,184.57
1982,1,91.89
1999,1,155.98
2036,1,43.31
1946,1,54.55
2149,1,25.5
2049,1,150.91
2563,1,194.85
2269,1,26.0
2153,1,136.98
2024,1,82.33
2352,1,143.74
2170,1,47.71
1911,1,228.25
1915,1,173.68
2328,1,45.5
2147,1,71.54
1948,1,138.61
2248,2,31.77
2153,1,65.65
1910,1,130.61
2233,1,31.14
1960,1,112.2
2255,1,181.4
2414,1,42.68
2275,1,80.98
2003,1,74.78
2086,1,58.09
2371,1,207.98
1897,1,89.21
2015,1,143.16
2250,1,69.64
2178,1,71.1
1915,1,87.16
1913,1,341.09
2034,1,35.77
2034,1,87.58
2129,1,143.14
2265,1,39.01
2133,1,32.79
2164,1,98.43
2449,1,90.22999999999999
2178,2,97.87
2135,1,63.1
2005,1,112.25
1900,1,52.24
2049,1,110.44
1984,1,177.99
2157,1,331.96
2040,1,149.63
1891,1,88.5
2099,2,213.37
1975,1,157.78
2289,1,902.72
2098,1,61.4
1927,1,107.79
2104,1,54.0
2053,1,92.57
2093,1,25.75
2025,1,138.73
2258,1,27.38
2055,1,207.08
2282,1,187.59
2147,1,160.76
2182,1,196.46
2069,1,325.54
2139,1,167.29
1940,1,190.33
2401,1,173.6
2143,1,221.86
2204,2,43.1
2358,1,232.18
2070,1,174.16
2061,1,38.28
2047,1,777.73
2167,1,88.62
1988,1,340.07
1891,1,154.22
2134,1,72.7
2095,1,35.0
2312,1,2026.54
1920,1,112.94
2432,2,38.68
1932,1,39.41
2318,1,64.77
2095,1,157.21
2346,1,84.23
1893,1,26.26
2227,1,137.2
2021,1,108.11
2184,2,86.15
2272,1,84.23
2091,1,90.88
2231,1,133.27
2146,1,76.99
2153,1,155.64
2259,1,72.45
2255,1,167.29
2206,2,38.71
1877,1,26.38
2403,1,142.21
2392,1,35.42
1972,1,46.61
1925,1,81.72
1992,1,227.94
2022,1,46.05
1949,1,67.53
2319,1,54.0
2319,3,90.88
1914,1,28.2
2327,1,106.84
2040,1,75.25
1913,1,153.02
2173,2,18.37
2204,1,77.66
2092,1,69.61
2076,1,67.5
2318,1,63.44
2144,1,163.68
2188,1,107.06
2017,1,52.87
2213,1,100.34
2005,1,170.39
2325,2,695.99
2101,1,205.07
2311,1,163.26
2168,1,210.91
1979,1,117.11999999999999
1884,1,153.1
2225,1,97.18
2022,1,200.41
2269,1,620.03
2090,1,36.0
2117,1,218.35
2192,1,246.92
1999,1,163.39
2354,1,23.36
1935,1,174.22
2143,1,84.15
2060,5,62.29
1946,1,76.6
2014,1,108.39
1876,1,47.44
2097,1,215.14
2279,1,106.87
1921,1,52.07
2076,1,32.38
2203,1,69.81
2059,1,137.97
2133,1,400.1
1903,2,170.43
1886,1,136.16
2043,1,64.94
2076,1,248.36
2244,1,387.67
2441,1,130.53
2252,1,878.28
2000,1,201.46
2150,1,116.36
2107,1,62.91
1877,1,137.16
2112,1,83.24
1889,1,246.61
2062,1,176.98
1949,1,521.6
2373,1,133.02
2078,1,145.56
2251,1,41.0
1934,1,59.98
2136,1,38.31
2211,1,292.72
2099,1,67.5
1946,2,258.90000000000003
1968,1,154.81
2343,1,87.71
2361,1,52.45
1980,1,127.3
2079,1,31.69
2126,1,132.44
2084,1,45.09
1925,1,197.02
2144,1,19.07
1916,1,117.48
2195,1,45.24
2328,1,297.17
2108,1,106.89
1974,1,80.98
2369,1,33.51
1890,1,145.9
2218,1,103.55
2142,2,517.44
1943,1,437.24
2089,1,76.57
2350,1,95.77
2370,1,67.5
2311,1,103.55
2058,1,35.0
2220,1,107.53
2099,1,101.12
2101,1,137.18
2085,1,190.01
2137,2,268.02
2044,1,57.83
2090,1,27.68
2127,1,161.46
2021,1,89.56
2281,1,417.0
1886,1,126.9
1951,1,160.17
2367,1,119.65
2011,1,190.16
2020,1,32.69
2338,1,130.16
2283,1,85.34
2057,1,28.0
1891,1,250.58
2212,1,76.88
1883,1,34.64
2453,1,36.99
1884,1,46.2
2006,1,55.41
1883,1,212.82
2073,1,142.01
2012,1,74.08
2008,1,53.23
2037,1,40.96
2286,1,129.0
2266,1,141.48
1880,1,168.86
2094,1,53.53
2305,1,38.1
2156,1,65.09
1885,1,37.83
2007,1,52.46
2254,1,186.92
2227,2,125.94
1879,1,108.72
1920,1,140.16
2330,2,155.73
2312,1,180.6
2059,1,467.9
2064,1,1242.54
2329,1,108.44
1900,1,80.19
1975,1,32.37
2119,1,104.37
2355,1,64.02
1910,2,44.41
1894,1,64.44
2358,1,25.86
1960,1,48.13
2064,1,90.28
2152,1,194.06
2247,1,269.3
2084,1,84.27
2442,1,128.1
1992,1,33.13
2175,1,233.55
1886,1,199.2
2043,1,212.83
2000,1,84.13
2052,2,63.4
2217,3,175.77
2058,1,83.23
2226,1,28.07
2223,1,52.78
2343,1,144.12
2253,1,178.27
2111,1,270.94
1993,1,115.15
1959,1,210.8
2138,1,76.08
2045,1,561.56
2300,1,223.14
2406,1,72.5
1951,1,153.61
1911,1,58.28
2009,1,923.17
2015,1,521.37
2065,1,143.02
2051,1,196.98
1966,1,134.13
1938,1,468.24
2060,1,47.67
2252,1,85.75
2189,1,226.97
2038,1,75.25
2359,1,150.38
2178,1,160.47
2108,1,54.1
2109,1,144.29
2063,1,46.68
2263,1,528.41
1935,1,62.0
1910,1,120.98
1903,2,43.17
2033,1,34.78
2205,5,233.28
1898,1,48.21
2265,1,35.01
2317,1,75.17
2205,2,142.11
2091,1,32.77
2395,1,758.24
1937,1,277.52
2366,1,219.89
2262,1,149.69
1888,1,132.82
1971,1,32.0
2134,1,42.09
1921,1,181.1
2410,1,89.07
2060,1,161.45
2149,1,118.2
2174,1,166.8
2098,6,56.78
2451,1,41.9
1991,1,121.45
2431,2,84.2
2395,2,165.21
2255,1,82.73
2141,2,89.67
1901,1,254.24
2056,1,94.84
1994,1,181.19
1930,1,193.84
2184,1,26.6
2274,1,368.69
2017,1,110.32
2448,1,38.96
2276,1,57.72
2149,1,262.83
2054,1,43.95
2140,1,84.49
2070,1,314.84
2316,1,100.33
2214,1,163.2
2161,1,67.68
2148,1,40.09
2039,1,32.37
2087,1,91.1
2133,1,86.72
2153,1,190.44
1961,1,377.07
2232,2,113.62
2111,1,232.0
2131,1,600.43
2187,1,95.22
2020,1,30.77
2305,1,26.77
2282,1,306.78
1998,1,114.53
2103,1,126.23
1953,1,52.04
2302,1,231.27
2262,1,132.56
2348,1,153.54
2151,1,48.69
2056,1,58.01
1951,1,404.28
1911,1,175.28
2143,1,171.53
2402,1,146.02
2598,1,75.06
2012,1,257.57
2436,1,57.25
2393,1,303.42
1889,1,2225.69
2189,1,116.81
1984,1,163.92000000000002
1979,1,44.23
2106,1,464.24
1891,1,277.59
2065,1,101.84
2045,1,68.13
2314,1,50.79
2143,1,70.74
2178,1,161.01
1925,1,81.43
2257,1,245.84
2078,1,136.5
2070,1,95.61
1956,1,63.71
2325,1,27.77
2362,1,65.67
2336,2,54.09
2103,1,91.06
2042,1,75.58
2310,1,67.53
2137,1,639.98
2191,1,46.0
2445,1,37.93
2344,1,53.36
2004,1,351.33
2332,1,62.76
2071,2,87.55
2328,1,32.09
2236,1,147.37
2203,1,43.72
2276,1,450.89
2204,1,73.15
2451,1,131.0
1952,1,36.67
2345,1,1023.44
2105,1,201.84
2343,1,14.78
2072,1,116.36
2325,1,131.01
2282,1,151.09
1895,1,37.15
2120,1,1476.8
2018,1,125.38
2446,1,118.88
2242,1,88.72
2097,1,74.77
2136,1,238.69
2024,1,169.83
2057,1,225.13
2286,1,29.27
2006,1,31.29
2239,1,88.72
2104,1,65.11
2406,1,159.13
2017,1,58.28
2141,1,135.59
2242,1,52.53
1993,1,126.33
1884,1,28.69
2378,1,84.56
2232,1,108.58
2154,1,35.68
1993,2,149.31
2013,1,398.66
1902,1,43.89
2154,1,144.56
2306,1,105.28
2220,1,27.78
2170,1,138.48
2190,1,31.75
2039,1,487.17
1987,1,45.29
2273,1,77.57
2112,1,101.34
2071,2,40.07
2091,1,197.53
2017,1,69.65
2341,1,226.55
2000,1,64.56
2057,1,213.78
2365,1,543.99
1902,1,141.58
2248,1,57.77
1941,1,50.27
2057,1,67.78
2360,1,111.93
2062,1,146.18
1990,1,365.29
2408,1,39.96
2251,1,191.0
2044,1,112.54
2316,1,66.01
2132,1,97.92
2093,1,22.84
2283,1,27.38
2404,1,156.09
2004,1,265.6
2218,1,239.68
2094,1,119.84
2034,1,93.03
2032,1,95.34
2408,2,69.31
2215,1,727.98
2321,2,60.53
2050,1,141.82
1994,1,279.92
1907,1,133.04
2143,1,90.28
2126,1,153.9
1988,1,113.11
1930,1,121.9
2310,1,34.09
2143,1,136.6
2132,2,36.84
1972,1,248.57
2268,1,107.78
2062,1,127.52
2074,1,675.94
1917,1,177.1
2142,1,435.72
2339,2,93.48
2029,1,103.98
2311,1,85.8
2106,1,28.41
2221,2,17.68
2217,1,162.45
2136,1,92.57
2250,1,117.87
2044,1,28.2
2221,1,190.37
1926,1,157.88
2127,1,81.75
2056,1,68.12
2062,1,162.25
2401,1,142.05
1899,1,549.7
2097,1,189.37
2398,1,91.72
2325,1,57.91
2057,1,47.68
2184,1,287.64
2036,1,86.48
1996,2,49.56
2070,1,41.0
2059,1,63.62
2057,1,131.06
2047,1,58.69
2211,1,217.78
2156,1,3184.55
2447,1,37.86
2157,1,77.55
2375,1,261.38
2073,1,114.42
2111,1,195.36
1944,1,37.58
2047,1,264.91
2152,1,91.05
2158,1,116.08
2006,1,143.66
2063,1,309.22
2275,1,64.1
1895,1,37.46
2318,1,44.38
1884,1,89.63
2157,1,152.71
2269,1,44.21
2090,1,236.0
1977,1,82.33
2038,1,726.6
2100,1,79.2
2184,1,63.16
2219,1,103.55
2144,1,58.0
1913,1,15.38
2247,1,30.17
2148,1,134.28
2399,1,69.02
2181,1,53.21
2117,1,112.35
2105,1,45.09
2017,1,108.46
1896,1,754.46
2099,1,21.77
2013,1,39.28
2024,2,92.83
2023,1,228.57
1979,1,303.87
2359,1,249.79
2240,1,96.22
2149,1,283.67
1979,1,138.62
2213,1,139.47
1982,1,210.2
2291,1,220.04
2037,1,56.22
2195,1,96.09
1965,1,92.5
2178,1,73.2
2344,2,96.83
2361,1,58.97
2161,1,97.71000000000001
2377,1,152.04
2298,1,61.09
2329,1,31.09
2150,1,160.68
2131,1,43.9
2368,1,248.61
2112,1,33.79
2023,5,197.04
2288,1,241.76
2228,1,266.49
2157,1,22.78
2090,1,85.73
2150,1,30.0
2068,1,257.43
2356,1,194.95
1898,1,112.99
2398,1,163.87
2272,1,52.77
2121,1,51.84
2148,1,36.48
2094,1,568.3
2217,1,45.34
2149,1,65.0
2259,1,117.94
2032,1,120.59
2056,1,111.91
2340,1,46.66
1946,2,158.42
2317,1,241.35
2104,1,81.63
2329,1,919.06
2136,1,41.84
2066,1,61.1
2161,1,428.02
2010,1,51.97
2177,1,93.26
1917,1,322.89
2336,1,64.49
2412,1,274.88
2201,1,1040.52
2295,1,21.15
2282,1,96.92
2061,1,37.65
2240,1,36.09
1886,1,53.57
1974,1,680.26
1961,1,281.43
2567,1,162.39
2261,1,86.15
2143,1,57.72
2134,1,456.83
2241,1,84.23
2185,1,303.32
2250,1,209.94
2097,1,178.46
2290,1,130.94
2018,1,104.71
2141,1,90.94999999999999
2040,1,32.69
2120,1,71.15
1898,2,113.8
2350,1,55.0
2317,1,53.09
2230,1,1603.25
2147,2,35.4
2028,1,32.29
1897,1,143.89
2100,1,89.38
2386,1,77.75
2089,1,70.91
2123,1,61.1
2429,1,54.42
1974,2,138.26
2148,1,107.78
1984,1,199.08
2103,2,55.0
2061,1,201.84
2028,1,104.86
2446,1,56.96
2175,1,23.54
2070,1,287.1
2462,1,204.49
1914,1,29.41
2152,1,163.68
2057,1,90.76
2015,1,50.96
2076,1,119.88
2030,1,67.83
2204,1,32.22
1911,2,148.6
2151,1,255.18
2002,1,55.16
2163,1,110.4
2100,1,304.35
1882,1,57.45
2227,1,162.25
1950,1,123.76
2368,1,28.95
2145,1,24.6
2269,1,120.09
2157,1,77.57
2344,1,178.52
2261,1,296.71
2428,1,35.86
2218,1,18.68
2184,2,55.5
2311,1,203.31
2153,1,107.34
2192,1,368.92
2198,1,92.02
2037,1,55.36
2120,1,153.2
1926,1,37.46
2014,1,86.78
1938,1,286.18
2259,1,44.09
2071,1,27.77
2051,1,215.24
2404,1,1481.03
2358,1,43.95
1930,1,238.21
1944,2,46.03
2151,1,82.73
